id,month,type,placename,state,state_abbrev,state_fips,countyname,countyfips,ideology,group,description
341,8,Anti-Semitic Incident:Vandalism,Bronx,New York,NY,,Bronx,5,,,
2023,8,Anti-Semitic Incident:Vandalism,Queens,New York,NY,,Queens,81,,,
2189,8,Anti-Semitic Incident:Harassment,San Francisco,California,CA,6,San Francisco,75,,,Homeowners refused to remove painted swastika from their front door despite neighbor's request.
110,8,Anti-Semitic Incident:Harassment,Atlanta,Georgia,GA,13,Fulton,121,,,News outlet received series of email and faxes with racist and anti-Semitic content.
329,8,Anti-Semitic Incident:Vandalism,San Diego,California,CA,6,San Diego,73,,,Swastika etched into a sidewalk.
1778,8,Anti-Semitic Incident:Harassment,Brooklyn,New York,NY,,Kings,47,,,Two Jewish men threatened by passerby.
1325,8,Anti-Semitic Incident:Vandalism,Howell,New Jersey,NJ,,Monmouth,25,,,Swastikas spray-painted at park frequented by Hasidic Jews.
961,8,Anti-Semitic Incident:Vandalism,Galloway,New Jersey,NJ,,Atlantic,1,,,Swastika carved into table in campus building.
677,8,Anti-Semitic Incident:Vandalism,Culver City,California,CA,6,Los Angeles,37,,, scratched on the trunk.
2357,8,Anti-Semitic Incident:Harassment,Stamford,Connecticut,CT,9,Fairfield,1,,,Confidential
1253,8,Anti-Semitic Incident:Harassment,Lakeville,Minnesota,MN,27,Dakota,37,,,Anti-Semitic remarks made at fundraising event.
911,8,Extremist Murder,Fort Wayne,Indiana,IN,18,Allen,3,Right Wing (White Supremacist),,"White supremacist Aaryn Snider, 31, confessed to the murder of a black man while serving time for failing to register as a sex offender."
1372,8,Anti-Semitic Incident:Harassment,Los Angeles,California,CA,6,Los Angeles,37,,,Confidential
183,8,Anti-Semitic Incident:Vandalism,Los Angeles,California,CA,6,Los Angeles,37,,,Confidential
1624,8,Anti-Semitic Incident:Assault,Brooklyn,New York,NY,,Kings,47,,,Jewish woman physically assaulted.
40,8,Anti-Semitic Incident:Harassment,Allentown,Pennsylvania,PA,42,Lehigh,77,,,Congressman's office received fax filled with anti-Semitic content.
294,8,Anti-Semitic Incident:Vandalism,Boston,Massachusetts,MA,25,Suffolk,25,,,Swastika found in apartment building outside Jewish family's apartment.
2240,8,Anti-Semitic Incident:Vandalism,Santa Rosa,California,CA,6,Sonoma,97,,, found written on bathroom wall at Santa Rosa Junior College.
1003,8,Anti-Semitic Incident:Vandalism,Greeley,Colorado,CO,8,Weld,123,,,Synagogue vandalized.
1373,8,Anti-Semitic Incident:Harassment,Los Angeles,California,CA,6,Los Angeles,37,,,Confidential
1846,8,Anti-Semitic Incident:Harassment,Omaha,Nebraska,NE,31,Douglas,55,,,Synagogue received anti-Semitic hate mail.
427,8,Anti-Semitic Incident:Vandalism,Washington,District Of Columbia,DC,11,District of Columbia,1,,,
2038,8,Extremist/Police Shootout,Randallstown,Maryland,MD,24,Baltimore,5,Right Wing (Anti-Government),,"Police shot and killed anti-government extremist Korryn Gaines during a standoff-turned-shootout at her home, as they tried to serve arrest warrants on her and another occupant of the home.The officers were attempting to serve warrants on Gaines for failing to appear in court for a number of charges connected to a traffic stop."
1126,8,Anti-Semitic Incident:Vandalism,Huntington Beach,California,CA,6,Orange,59,,,Mezuzah smashed outside residential property.
2642,8,Anti-Semitic Incident:Vandalism,Kettle Moraine,Wisconsin,WI,,,,,,Swastika vandalism at park.
2699,8,Anti-Semitic Incident:Assault,Woodbridge,New Jersey,NJ,34,Middlesex,23,,,
1640,8,Anti-Semitic Incident:Assault,Brooklyn,New York,NY,,Kings,47,,,Confidential
2022,8,Anti-Semitic Incident:Vandalism,Queens,New York,NY,,Queens,81,,,Confidential
419,8,Anti-Semitic Incident:Vandalism,Washington,District Of Columbia,DC,11,District of Columbia,1,,,Confidential
1594,8,Anti-Semitic Incident:Harassment,Milwaukee,Wisconsin,WI,55,Milwaukee,79,,,A Jewish student was repeatedly targeted with anti-Semitic comments from other students.
555,8,Anti-Semitic Incident:Harassment,Chilmark,Massachusetts,MA,,Dukes,7,,,"Anti-Semitic message sent to building resident's fax, printer, copier and scanner."
2635,8,Anti-Semitic Incident:Harassment,West Palm Beach,Florida,FL,12,Palm Beach,99,,,Church received anti-Semitic faxes.
448,8,Anti-Semitic Incident:Vandalism,Washington,District Of Columbia,DC,11,District of Columbia,1,,,Two swastikas graffitied near a synagogue.
1468,8,Anti-Semitic Incident:Harassment,New York,New York,NY,36,Kings,47,,,Fundraising appeal for New York City Council candidate contained anti-Semitic messages and canards.
2419,8,Anti-Semitic Incident:Harassment,Tallahassee,Florida,FL,12,Leon,73,,,Florida State University received faxed flyers containing derogatory statements.
1089,8,Anti-Semitic Incident:Harassment,Houston,Texas,TX,48,Harris,201,,,Synagogue received packet in the mail that contained anti-Semitic comments.
1025,8,Anti-Semitic Incident:Harassment,Hammonton,New Jersey,NJ,34,Atlantic,1,,,Individual frequently harassed and threatened Jewish victim both on social media and at victim's office.
422,8,Anti-Semitic Incident:Harassment,Burbank,California,CA,6,Los Angeles,37,,,Jewish lay leader received anti-Semitic email from coworker accusing Jewish business owners of inhumane business practices overseas.
288,8,Anti-Semitic Incident:Harassment,Boston,Massachusetts,MA,25,Suffolk,25,,,Confidential
1400,8,Anti-Semitic Incident:Vandalism,Los Angeles,California,CA,6,Los Angeles,37,,, and swastikas.
109,8,Anti-Semitic Incident:Harassment,Atlanta,Georgia,GA,13,Fulton,121,,,Two hate letters containing anti-Semitic content and material about Jewish conspiracies faxed to Georgia State University .
1053,8,Anti-Semitic Incident:Vandalism,Haverford,Pennsylvania,PA,,Delaware,45,,,Trash can belonging to resident of Havertown vandalized with swastika.
1014,8,Extremist Murder,Gresham,Oregon,OR,41,Multnomah,51,Right Wing (White Supremacist),European Kindred,"Russell Courtier, a member of the white supremacist group European Kindred, ran over and killed an African American man after they got into an argument."
565,8,Anti-Semitic Incident:Harassment,Clayton,Missouri,MO,29,St. Louis,189,,,Woman entered Jewish institution and made anti-Semitic comments in reference to an employee.
346,8,Anti-Semitic Incident:Vandalism,Brookline,Massachusetts,MA,25,Norfolk,21,,,Anti-Semitic graffiti found in public park
2700,8,Anti-Semitic Incident:Harassment,Woodbridge,New Jersey,NJ,34,Middlesex,23,,,
1470,8,Anti-Semitic Incident:Vandalism,Linwood,New Jersey,NJ,34,Atlantic,1,,,Swastika painted on roadway.
1677,8,Anti-Semitic Incident:Harassment,Napa,California,CA,6,Napa,55,,,Woman with family who died in the Holocaust harassed by boss who made references to Nazis.
1638,8,Anti-Semitic Incident:Assault,Brooklyn,New York,NY,,Kings,47,,,"Jewish man physically assaulted with basketball, had his yarmulke forcibly removed."
1118,8,Anti-Semitic Incident:Harassment,Howell,New Jersey,NJ,,Monmouth,25,,,Jewish individual received anti-Semitic and vulgar text messages and voicemails.
2256,8,Anti-Semitic Incident:Harassment,Seattle,Washington,WA,53,King,33,,,Confidential
622,8,Anti-Semitic Incident:Harassment,Columbia,South Carolina,SC,45,Richland,79,,,Jewish organization received letter containing obscenities.
361,8,Anti-Semitic Incident:Assault,Brooklyn,New York,NY,,Kings,47,,,Three Jewish children were followed home from the school bus and had their yarmulkes forcibly removed.
1228,8,Anti-Semitic Incident:Harassment,Lincoln,Nebraska,NE,31,Lancaster,109,,,Confidential
27,8,Anti-Semitic Incident:Harassment,Agoura Hills,California,CA,6,Los Angeles,37,,, displayed on electronic road sign.
2512,8,Anti-Semitic Incident:Harassment,Upper Dublin,Pennsylvania,PA,,Montgomery,91,,, found in residential area.
713,8,Terrorist Plot/Attack,Dearborn,Michigan,MI,26,Wayne,163,Islamist,,"Sebastian Gregerson acquired an illegal arsenal of weapons including knives, ammunition, grenades, guns and tactical gear with the help of a Maryland imam. Court documents indicate that Gregerson plotted to carry out an attack on a building in support of ISIS."
150,8,Anti-Semitic Incident:Harassment,Austin,Texas,TX,48,Travis,453,,,Jewish institution received violent anti-Semitic materials sent to its wireless printers.
988,8,Anti-Semitic Incident:Harassment,Goodyear,Arizona,AZ,4,Maricopa,13,,,Student was target of anti-Semitic bullying.
1967,8,Anti-Semitic Incident:Vandalism,Point Pleasant,New Jersey,NJ,34,Ocean,29,,,Swastika graffiti discovered on apartment complex fence.
977,8,Extremist/Police Shootout,Gladstone,Oregon,OR,41,Clackamas,5,Right Wing (White Supremacist),,"Law enforcement officers shot white supremacist Jeffrey Carl Giddings after he took a woman hostage in a restaurant. Police had initially tried to pull Giddens over for a traffic violation. He fled and shot at the police officer who later found him, which led to the hostage situation."
1454,8,Anti-Semitic Incident:Vandalism,Lakewood,New Jersey,NJ,34,Ocean,29,,,Confidential
2312,8,Anti-Semitic Incident:Harassment,South Kingstown,Rhode Island,RI,,Washington,9,,,Anti-Semitic flyers distributed on and around campus.
1505,8,Anti-Semitic Incident:Harassment,Marblehead,Massachusetts,MA,25,Essex,9,,,Confidential
1845,8,Anti-Semitic Incident:Harassment,Omaha,Nebraska,NE,31,Douglas,55,,,Confidential
1374,8,Anti-Semitic Incident:Harassment,Los Angeles,California,CA,6,Los Angeles,37,,,Confidential
1248,8,Extremist/Police Shootout,Lakeland,Florida,FL,12,Polk,105,Right Wing (White Supremacist),,"Police shot and wounded white supremacist Francis Perry during a shootout after they stopped his vehicle to serve a fugitive arrest warrant. Perry had shot at police when they approached his vehicle and they returned fire, wounding him."
1682,8,Anti-Semitic Incident:Harassment,Naples,Florida,FL,12,Collier,21,,,Opposing candidate posted anti-Semitic comments on social media.
561,8,Anti-Semitic Incident:Vandalism,Clarkstown,New York,NY,,Rockland,87,,,Two Jewish leaders' residences attacked with incendiary devices.
2377,8,Anti-Semitic Incident:Vandalism,Queens,New York,NY,,Queens,81,,,
1697,8,Anti-Semitic Incident:Assault,Brooklyn,New York,NY,,Kings,47,,,Jewish man physically assaulted after asking someone for directions to synagogue.
180,8,Anti-Semitic Incident:Harassment,Aventura,Florida,FL,12,Miami-Dade,86,,,Jewish organization received anti-Semitic flyers.
1267,8,Anti-Semitic Incident:Vandalism,Lakewood,New Jersey,NJ,34,Ocean,29,,,Several swastikas spray-painted on jungle gym and building door at Jewish day school.
1269,8,Anti-Semitic Incident:Vandalism,Lakewood,New Jersey,NJ,34,Ocean,29,,,Swastikas discovered in stairwell at Jewish day school.
2117,8,Anti-Semitic Incident:Vandalism,New York,New York,NY,36,Kings,47,,,Subway station vandalized with two swastika drawings.
1975,8,Anti-Semitic Incident:Harassment,Port Chester,New York,NY,36,Westchester,119,,,Jewish student received text from his classmates that depicted him dying in a gas chamber.
114,9,Anti-Semitic Incident:Harassment,Lafayette,California,CA,6,Contra Costa,13,,,Anti-Semitic flyers referencing local high schools found on public transportation.
1981,9,Anti-Semitic Incident:Harassment,Portland,Oregon,OR,41,Multnomah,51,,,Resident's neighbor repeatedly yelled anti-Semitic slurs.
1788,9,Anti-Semitic Incident:Harassment,North Fort Myers,Florida,FL,12,Lee,71,,,Neighbor made anti-Semitic comments.
1341,9,Anti-Semitic Incident:Vandalism,Long Beach,California,CA,6,Los Angeles,37,,, written on base of campus statue.
289,9,Anti-Semitic Incident:Harassment,Boston,Massachusetts,MA,25,Suffolk,25,,,Swastika found scratched into desk at Northeastern law school library.
1378,9,Anti-Semitic Incident:Harassment,Los Angeles,California,CA,6,Los Angeles,37,,,Confidential
269,9,Anti-Semitic Incident:Harassment,Boca Raton,Florida,FL,12,Palm Beach,99,,,Student found book covered with anti-Semitic symbolism in history class.
1376,9,Anti-Semitic Incident:Harassment,Los Angeles,California,CA,6,Los Angeles,37,,,Hollywood executive targeted by anti-Semitic Twitter account.
45,9,Anti-Semitic Incident:Harassment,Alpharetta,Georgia,GA,13,Fulton,121,,,Store posted harassing anti-Semitic posters.
2619,9,Anti-Semitic Incident:Harassment,Wellington,Florida,FL,12,Palm Beach,99,,,Synagogue received hate mail.
1339,9,Anti-Semitic Incident:Harassment,Long Beach,California,CA,6,Los Angeles,37,,,Jewish middle school student harassed by classmate at school and via text and social media.
1754,9,Anti-Semitic Incident:Harassment,Newark,Delaware,DE,10,New Castle,3,,,Synagogue received hate literature in the mail.
1914,9,Anti-Semitic Incident:Vandalism,Brooklyn,New York,NY,,Kings,47,,,Inactive church vandalized with swastika.
1065,9,Anti-Semitic Incident:Harassment,Hillsborough,New Hampshire,NH,,Hillsborough,11,,,Anti-Semitic harassment online.
580,9,Anti-Semitic Incident:Vandalism,Brunswick,Georgia,GA,13,Glynn,127,,,Swastika drawn outside of the shop of a Jewish shopkeeper.
10,9,Anti-Semitic Incident:Harassment,Albany,New York,NY,36,Albany,1,,,Synagogue received anti-Semitic letter.
2196,9,Anti-Semitic Incident:Vandalism,San Jose,California,CA,6,Santa Clara,85,,,Swastikas and other anti-Semitic material found in college residence hall.
2279,9,Anti-Semitic Incident:Harassment,Sewell,New Jersey,NJ,,Gloucester,15,,,Synagogue received anti-Semitic hate literature.
1971,9,Anti-Semitic Incident:Vandalism,Pompano Beach,Florida,FL,12,Broward,11,,, written in building elevator.
1072,9,Anti-Semitic Incident:Harassment,Hollywood,Florida,FL,12,Broward,11,,,Synagogue received anti-Semitic letter from extremist group.
1348,9,Anti-Semitic Incident:Vandalism,Howell,New Jersey,NJ,,Monmouth,25,,,Swastika vandalism discovered at public park frequented by members of local Jewish community.
253,9,Anti-Semitic Incident:Assault,Oceanside,California,CA,6,San Diego,73,,, and physically attacked a Jewish man.
1402,9,Anti-Semitic Incident:Vandalism,Los Angeles,California,CA,6,Los Angeles,37,,,Swastika painted on Holocaust memorial wall of Jewish institution.
2518,9,Anti-Semitic Incident:Harassment,Bloomsburg,Pennsylvania,PA,42,Columbia,37,,,Anti-Semitic paraphernalia sold at state fair.
395,9,Anti-Semitic Incident:Vandalism,Watertown,Connecticut,CT,9,Litchfield,5,,, spray-painted at multiple locations.
390,9,Anti-Semitic Incident:Vandalism,Milford,Connecticut,CT,,New Haven,9,,,Two swastikas spray-painted in park.
2543,9,Anti-Semitic Incident:Vandalism,Wallingford,Connecticut,CT,,New Haven,9,,,"Makeshift statue erected and dressed in KKK robes, performing Nazi salute."
63,9,Anti-Semitic Incident:Harassment,Ann Arbor,Michigan,MI,26,Washtenaw,161,,,Synagogue received anti-Semitic phone call.
1045,9,Anti-Semitic Incident:Harassment,Hartford,Connecticut,CT,9,Hartford,3,,,Confidential
78,9,Anti-Semitic Incident:Harassment,Arlington,Massachusetts,MA,25,Middlesex,17,,,Threatening flyer promoting known anti-Semitic figure placed in Jewish woman's mailbox.
2398,9,Anti-Semitic Incident:Harassment,Sunnyvale,California,CA,6,Santa Clara,85,,,
2083,9,Anti-Semitic Incident:Vandalism,Long Beach,New York,NY,36,Nassau,59,,,Confidential
392,9,Anti-Semitic Incident:Vandalism,Redding,Connecticut,CT,,Fairfield,1,,,Swastikas drawn on multiple stops signs.
1970,9,Anti-Semitic Incident:Harassment,Pompano Beach,Florida,FL,12,Broward,11,,,Anti-Semitic and homophobic language used in death threats and attacks on social media.
1595,9,Anti-Semitic Incident:Harassment,Milwaukee,Wisconsin,WI,55,Milwaukee,79,,,Confidential
2407,9,Anti-Semitic Incident:Vandalism,Swarthmore,Pennsylvania,PA,42,Delaware,45,,,School playground vandalized with swastika.
2085,9,Anti-Semitic Incident:Harassment,New York,New York,NY,36,Kings,47,,, and had glass bottle thrown at him.
1316,9,Anti-Semitic Incident:Harassment,Highland Park,New Jersey,NJ,34,Middlesex,23,,,Police Department Communication fax machine received 12 copies of fax containing anti-Semitic material.
61,9,Anti-Semitic Incident:Vandalism,Beverly Hills,California,CA,6,Los Angeles,37,,,Swastika drawn in dust on a parked car.
1134,9,Anti-Semitic Incident:Vandalism,New Carrollton,Maryland,MD,24,Prince Georges,33,,,Magnets and message promoting knowledge about Judaism were removed from a vehicle and left on the ground.
2478,9,Anti-Semitic Incident:Vandalism,Los Angeles,California,CA,,Los Angeles,37,,,Confidential
307,9,Anti-Semitic Incident:Harassment,Boulder,Colorado,CO,8,Boulder,13,,,Jewish student at public high school was target of anti-Semitic harassment in a Facebook group chat.
1469,9,Anti-Semitic Incident:Harassment,New York,New York,NY,36,Kings,47,,,Jewish institution received anti-Semitic phone call.
1713,9,Anti-Semitic Incident:Vandalism,New Brunswick,New Jersey,NJ,34,Middlesex,23,,,Swastika vandalism discovered on campus.
2607,9,Anti-Semitic Incident:Harassment,Richmond,Virginia,VA,51,Richmond city,760,,,Yard sale signs on telephone pole discouraged Jews from attending.
1485,9,Anti-Semitic Incident:Vandalism,New York,New York,NY,36,Kings,47,,,Swastikas drawn on religious papers at nursing home.
1377,9,Anti-Semitic Incident:Harassment,Los Angeles,California,CA,6,Los Angeles,37,,,Confidential
1274,9,Anti-Semitic Incident:Harassment,Lancaster,Pennsylvania,PA,42,Lancaster,71,,,Synagogue received hate literature in the mail.
449,9,Anti-Semitic Incident:Vandalism,Washington,District Of Columbia,DC,11,District of Columbia,1,,, found outside building.
1686,9,Anti-Semitic Incident:Vandalism,Narberth,Pennsylvania,PA,42,Montgomery,91,,,"Business establishment's mezuzah stolen on two occasions, once during the Jewish High Holidays."
1648,9,Anti-Semitic Incident:Vandalism,Moorestown,New Jersey,NJ,,Burlington,5,,,"Jewish family's car vandalized, including a swastika."
2346,9,Anti-Semitic Incident:Harassment,St. Louis,Missouri,MO,29,St. Louis city,510,,,"At least ten different synagogues and day schools received anti-Semitic, anti-government mailings over a period of two months."
1887,9,Anti-Semitic Incident:Vandalism,Palm Springs,California,CA,6,Riverside,65,,,Two swastikas spray-painted onto a storefront.
1399,9,Anti-Semitic Incident:Harassment,Lakewood,New Jersey,NJ,34,Ocean,29,,,Individual victim of anti-Semitic harassment and assault after vehicle accident.
262,9,Anti-Semitic Incident:Harassment,Blue Bell,Pennsylvania,PA,42,Montgomery,91,,,Synagogue received hate literature in the mail.
198,9,Anti-Semitic Incident:Vandalism,Los Angeles,California,CA,6,Los Angeles,37,,, spray-painted on vehicle.
2052,9,Anti-Semitic Incident:Vandalism,Queens,New York,NY,,Queens,81,,,Public transit vandalized with swastika.
2427,9,Anti-Semitic Incident:Harassment,Tampa,Florida,FL,12,Hillsborough,57,,,
229,9,Anti-Semitic Incident:Harassment,Berkeley,California,CA,6,Alameda,1,,,Anti-Semitic flyers distributed on UC Berkeley campus in the wake of controversy over anti-Israel student-run course.
1152,9,Anti-Semitic Incident:Harassment,Jacksonville,Florida,FL,12,Duval,31,,,Anti-Semitic flyers distributed to homes in a residential neighborhood.
261,9,Anti-Semitic Incident:Vandalism,Oceanside,California,CA,6,San Diego,73,,,Swastika spray-painted at a location frequented by a Jewish man.
1401,9,Anti-Semitic Incident:Harassment,Lakewood,New Jersey,NJ,34,Ocean,29,,,Jewish individual victim of anti-Semitic harassment after car accident.
2155,9,Anti-Semitic Incident:Harassment,San Diego,California,CA,6,San Diego,73,,,
41,9,Anti-Semitic Incident:Harassment,Allentown,Pennsylvania,PA,42,Lehigh,77,,,Synagogue received hate literature in the mail.
1121,9,Anti-Semitic Incident:Harassment,Forest Hill,Maryland,MD,,Harford,25,,,
822,9,Terrorist Plot/Attack;Extremist/Police Shootout,Elizabeth,New Jersey,NJ,34,Union,39,Islamist,,"Ahmad Khan Rahimi was arrested after a shootout in which Rahimi allegedly shot and wounded two officers. Rahimi was wanted as a suspect in two bombings that injured 31 people, one in Manhattan and the other at a marine charity race in Seaside, NJ. Rahimi had also planted a bag of pipe bombs in Elizabeth, NJ."
1957,9,Anti-Semitic Incident:Harassment,Hadley,Massachusetts,MA,,Hampshire,15,,,Trivia host at restaurant made an anti-Semitic joke.
1030,9,Anti-Semitic Incident:Harassment,Harrisburg,Pennsylvania,PA,42,Dauphin,43,,,Synagogue received hate literature in the mail.
1859,9,Anti-Semitic Incident:Harassment,Orinda,California,CA,6,Contra Costa,13,,, on social media.
7,9,Anti-Semitic Incident:Harassment,Tucson,Arizona,AZ,4,Pima,19,,,Roadside memorial displayed swastikas and helmets.
1242,9,Anti-Semitic Incident:Harassment,Lake City,Minnesota,MN,27,Wabasha,157,,,Building manager made disparaging and anti-Semitic comments about Jewish tenant.
2480,9,Anti-Semitic Incident:Harassment,Toms River,New Jersey,NJ,34,Ocean,29,,,Jewish individual victim of anti-Semitic verbal harassment while grocery shopping.
1700,9,Anti-Semitic Incident:Harassment,New Bedford,Massachusetts,MA,25,Bristol,5,,,Individual made anti-Semitic comment in front of Jewish woman.
1513,9,Anti-Semitic Incident:Harassment,Marlton,New Jersey,NJ,34,Burlington,5,,,Synagogue received anti-Semitic hate literature.
2406,9,Anti-Semitic Incident:Vandalism,Swarthmore,Pennsylvania,PA,42,Delaware,45,,,Confidential.
607,9,Anti-Semitic Incident:Vandalism,Collingswood,New Jersey,NJ,34,Camden,7,,,Swastika graffiti discovered on pipe on side of school building.
1375,9,Anti-Semitic Incident:Harassment,Los Angeles,California,CA,6,Los Angeles,37,,,Confidential
2444,9,Extremist/Police Shootout,Taylor,Michigan,MI,26,Wayne,163,Right Wing (Anti-Government),,Police shot and killed self-described sovereign citizen Richard Parent after he pointed a weapon at them following a high-speed chase. Parent had been stopped by police for a suspected seat belt violation.
788,9,Anti-Semitic Incident:Harassment,East Brunswick,New Jersey,NJ,,Middlesex,23,,, as username in class game projected onto smartboard.
2685,9,Anti-Semitic Incident:Harassment,Wilmington,Delaware,DE,10,New Castle,3,,,Synagogue received anti-Semitic hate literature.
1115,9,Anti-Semitic Incident:Assault,Howell,New Jersey,NJ,,Monmouth,25,,,
2025,9,Anti-Semitic Incident:Vandalism,Queens,New York,NY,,Queens,81,,,Residential building vandalized with swastika.
2110,9,Terrorist Plot/Attack,St. Cloud,Minnesota,MN,27,Stearns,145,Islamist,,"Dahir Adan stabbed 10 people in a St. Cloud, MN, mall before being shot to death by an off-duty law enforcement officer"
144,9,Anti-Semitic Incident:Harassment,Aurora,Colorado,CO,8,Arapahoe,5,,,Jewish individual subjected to anti-Semitic harassment by their supervisor.
1012,10,Anti-Semitic Incident:Harassment,Greenwich,Connecticut,CT,9,Fairfield,1,,,Synagogue received letter containing anti-Semitic conspiracies.
2568,10,Anti-Semitic Incident:Harassment,Pittsburgh,Pennsylvania,PA,42,Allegheny,3,,,Jewish attorney's advertisements vandalized with anti-Semitic comments and markings.
1200,10,Anti-Semitic Incident:Harassment,St. Paul,Minnesota,MN,,Ramsey,123,,,
2616,10,Anti-Semitic Incident:Vandalism,Wellesley,Massachusetts,MA,25,Norfolk,21,,,Swastika etched into computer at a high school.
2637,10,Anti-Semitic Incident:Harassment,West Palm Beach,Florida,FL,12,Palm Beach,99,,,Middle school student was the victim of anti-Semitic bullying at school and targeted on social media.
388,10,Anti-Semitic Incident:Harassment,Kent,Connecticut,CT,,Litchfield,5,,,Flyers for anti-Semitic website found on telephone pole.
875,10,Anti-Semitic Incident:Harassment,Farmington,Connecticut,CT,,Hartford,3,,,Director of Jewish organization received anonymous letter filled with anti-Semitic papers at his residence.
1141,10,Anti-Semitic Incident:Harassment,Indio,California,CA,6,Riverside,65,,,High school student reportedly wore a Nazi uniform to school for Halloween.
826,10,Anti-Semitic Incident:Harassment,Elkins Park,Pennsylvania,PA,,Montgomery,42,,,Rabbi targeted with anti-Semitic tweets advancing anti-Jewish conspiracy theories.
202,10,Anti-Semitic Incident:Vandalism,Los Angeles,California,CA,6,Los Angeles,37,,,A Star of David and a hijab were spray-painted on a poster.
1898,10,Anti-Semitic Incident:Vandalism,Parkland,Florida,FL,12,Broward,11,,,Synagogue was vandalized.
323,10,Anti-Semitic Incident:Harassment,Branford,Connecticut,CT,,New Haven,9,,,Confidential
2122,10,Extremist Murder,Salinas,California,CA,,Monterey,53,Right Wing (White Supremacist),Aryan Brotherhood,Inmates Brant Quentin Daniel (an Aryan Brotherhood member) and Leonard Dunning murdered a fellow inmate who was also identified as a member of a gang.
397,10,Anti-Semitic Incident:Harassment,Windsor Locks,Connecticut,CT,9,Hartford,3,,,Two individuals harassed Jewish family at an airport.
402,10,Anti-Semitic Incident:Vandalism,Brooklyn,New York,NY,,Kings,47,,,Hallway in apartment building vandalized with swastika.
1379,10,Anti-Semitic Incident:Harassment,Los Angeles,California,CA,6,Los Angeles,37,,,"Lay leaders in Los Angeles, San Diego, and Seattle received an email claiming Jews are overrepresented in high finance, politics and media."
610,10,Anti-Semitic Incident:Harassment,Colorado Springs,Colorado,CO,8,El Paso,41,,,Anti-Semitic rhetoric and conspiracies used in a sermon at a church.
806,10,Anti-Semitic Incident:Harassment,Easton,Pennsylvania,PA,42,Northampton,95,,,Synagogue received hate literature in the mail.
1331,10,Anti-Semitic Incident:Harassment,Littleton,Colorado,CO,8,Arapahoe,5,,,High school student victim of anti-Semitic harassment and bullying by another student.
2528,10,Anti-Semitic Incident:Vandalism,Los Angeles,California,CA,,Los Angeles,37,,, graffitied on business.
350,10,Anti-Semitic Incident:Harassment,San Francisco,California,CA,6,San Francisco,75,,,
1792,10,Anti-Semitic Incident:Vandalism,Los Angeles,California,CA,,Los Angeles,37,,,Building vandalized with swastika graffiti.
8163,10,Extremist Murder,Susanville,California,CA,6,Lassen,35,Right Wing (White Supremacist),Aryan Brotherhood,"At the orders of the Aryan Brotherhood, an AB associate, Bobby Stockton, reportedly stabbed to death an AB member at High Desert State Prison who had allegedly broken AB rules."
42,10,Anti-Semitic Incident:Harassment,Allentown,Pennsylvania,PA,42,Lehigh,77,,,Synagogue received hate literature in the mail.
1527,10,Anti-Semitic Incident:Vandalism,Medway,Massachusetts,MA,,Norfolk,21,,,Swastika etched into structure at a high school.
793,10,Anti-Semitic Incident:Vandalism,East Garden City,New York,NY,36,Nassau,59,,,School restroom vandalized with swastikas.
1471,10,Anti-Semitic Incident:Harassment,New York,New York,NY,36,Kings,47,,,Anti-Semitic article targeted New York Attorney General Eric Schneiderman.
834,10,Anti-Semitic Incident:Harassment,Englewood,New Jersey,NJ,34,Bergen,3,,,Synagogue received anti-Semitic hate literature.
833,10,Anti-Semitic Incident:Harassment,Englewood,New Jersey,NJ,34,Bergen,3,,,Synagogue received anti-Semitic hate literature.
743,10,Anti-Semitic Incident:Harassment,Denver,Colorado,CO,8,Denver,31,,,Anti-Semitic conspiracy-filled letter sent to ADL office.
904,10,Anti-Semitic Incident:Harassment,Fort Lee,New Jersey,NJ,34,Bergen,3,,,Synagogue received anti-Semitic hate literature.
344,10,Anti-Semitic Incident:Harassment,Brookline,Massachusetts,MA,25,Norfolk,21,,,Anti-Semitic flyer sent to private residence.
740,10,Anti-Semitic Incident:Harassment,Denver,Colorado,CO,8,Denver,31,,,Synagogue received an anti-Semitic letter.
602,10,Anti-Semitic Incident:Vandalism,College Station,Texas,TX,48,Brazos,41,,,Jewish campus organization's sign pulled down and defaced at Texas A&M University.
2468,10,Anti-Semitic Incident:Harassment,Tenafly,New Jersey,NJ,34,Bergen,3,,,Synagogue received anti-Semitic hate literature.
1847,10,Anti-Semitic Incident:Harassment,Omaha,Nebraska,NE,31,Douglas,55,,,Synagogue received anti-Semitic hate mail.
1885,10,Anti-Semitic Incident:Harassment,Palm Beach Gardens,Florida,FL,12,Palm Beach,99,,,Synagogue received hate mail.
308,10,Anti-Semitic Incident:Harassment,Boulder,Colorado,CO,8,Boulder,13,,,Several synagogues received anti-Semitic flyers.
112,10,Anti-Semitic Incident:Harassment,Atlanta,Georgia,GA,13,Fulton,121,,,Elementary school student victim of anti-Semitic bullying by peer.
1247,10,Anti-Semitic Incident:Harassment,Lake Worth,Florida,FL,12,Palm Beach,99,,,Jewish members of a housing association harassed by other members.
290,10,Anti-Semitic Incident:Harassment,Boston,Massachusetts,MA,25,Suffolk,25,,,White supremacist group left flyers around campus.
741,10,Anti-Semitic Incident:Harassment,Denver,Colorado,CO,8,Denver,31,,,Jewish lay-leader received anti-Semitic mail.
2077,10,Anti-Semitic Incident:Vandalism,Levittown,New York,NY,36,Nassau,59,,,Playground vandalized with swastika.
